UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
154101, 3,"R",1096,"R",90,"R",279,"R",727
154101,11,"R",51,"R",4,"R",3,"R",44
154101,12,"R",704,"R",668,"R",1,"R",35
154110, 1,"R",5394,"R",925,"R",2186,"R",2283
154110, 2,"R",5394,"R",925,"R",2186,"R",2283
154110, 3,"R",2380,"R",529,"R",1228,"R",623
154110,11,"R",3014,"R",396,"R",958,"R",1660
154129, 1,"R",2753,"R",1524,"R",605,"R",624
154129, 2,"R",2753,"R",1524,"R",605,"R",624
154129, 3,"R",949,"R",266,"R",380,"R",303
154129,11,"R",1804,"R",1258,"R",225,"R",321
154156, 1,"R",1692,"R",163,"R",876,"R",653
154156,12,"R",1692,"R",163,"R",876,"R",653
154165, 1,"R",54,"A",,"A",,"R",54
154165, 2,"R",54,"A",,"A",,"R",54
154165, 3,"C",54,"A",,"A",,"C",54
154174, 1,"R",2553,"A",,"A",,"R",2553
154174, 2,"R",53,"A",,"A",,"R",53
154174, 3,"R",53,"A",,"A",,"R",53
154174,12,"R",2500,"A",,"A",,"R",2500
154208, 1,"R",211,"A",,"A",,"R",211
154208, 2,"R",211,"A",,"A",,"R",211
154208, 3,"C",211,"A",,"A",,"C",211
154235, 1,"R",3208,"R",171,"R",1049,"R",1988
154235, 2,"R",2397,"R",58,"R",889,"R",1450
154235, 3,"R",2353,"R",58,"R",882,"R",1413
154235,11,"R",44,"R",0,"R",7,"R",37
154235,12,"R",811,"R",113,"R",160,"R",538
154262, 1,"R",267,"R",104,"R",140,"R",23
154262, 2,"R",267,"R",104,"R",140,"R",23
154262, 3,"R",262,"R",104,"R",135,"R",23
154262,11,"R",5,"R",0,"R",5,"R",0
154332, 1,"R",97,"R",0,"R",23,"R",74
154332, 2,"R",97,"R",0,"R",23,"R",74
154332, 3,"C",97,"C",0,"C",23,"C",74
154341, 1,"R",33,"R",0,"R",3,"R",30
154341, 2,"R",33,"R",0,"R",3,"R",30
154341, 3,"C",33,"C",0,"C",3,"C",30
154350, 1,"R",1503,"R",194,"R",432,"R",877
154350, 2,"R",1437,"R",161,"R",422,"R",854
154350, 3,"R",1418,"R",154,"R",421,"R",843
154350,11,"R",19,"R",7,"R",1,"R",11
154350,12,"R",66,"R",33,"R",10,"R",23
154378, 1,"R",3326,"R",996,"R",1178,"R",1152
154378, 2,"R",3326,"R",996,"R",1178,"R",1152
154378, 3,"R",1938,"R",403,"R",885,"R",650
154378,11,"R",1388,"R",593,"R",293,"R",502
154396, 1,"R",2053,"R",810,"R",806,"R",437
154396, 2,"R",2053,"R",810,"R",806,"R",437
154396, 3,"R",946,"R",234,"R",495,"R",217
154396,11,"R",1107,"R",576,"R",311,"R",220
154448, 1,"R",187,"A",,"A",,"R",187
154448, 2,"R",187,"A",,"A",,"R",187
154448, 3,"C",187,"A",,"A",,"C",187
154457, 1,"R",68,"A",,"A",,"R",68
154457, 2,"R",68,"A",,"A",,"R",68
154457, 3,"C",68,"A",,"A",,"C",68
154466, 1,"R",58,"A",,"A",,"R",58
154466, 2,"R",58,"A",,"A",,"R",58
154466, 3,"C",58,"A",,"A",,"C",58
154493, 1,"R",6809,"R",4341,"R",2034,"R",434
154493, 2,"R",5589,"R",3499,"R",1763,"R",327
154493, 3,"R",4777,"R",2727,"R",1744,"R",306
154493,11,"R",812,"R",772,"R",19,"R",21
154493,12,"R",1220,"R",842,"R",271,"R",107
154518, 1,"R",4935,"R",4207,"R",0,"R",728
154518, 2,"R",4101,"R",3373,"R",0,"R",728
154518, 3,"R",3989,"R",3315,"R",0,"R",674
154518,11,"R",112,"R",58,"R",0,"R",54
154518,12,"R",834,"R",834,"R",0,"R",0
154527, 1,"R",1567,"R",0,"R",1444,"R",123
154527, 2,"R",1563,"R",0,"R",1444,"R",119
154527, 3,"R",1501,"R",0,"R",1407,"R",94
154527,11,"R",62,"R",0,"R",37,"R",25
154527,12,"R",4,"A",,"A",,"R",4
154536, 1,"R",204,"R",7,"R",187,"R",10
154536,12,"R",204,"R",7,"R",187,"R",10
154545, 1,"R",58,"A",,"A",,"R",58
154545, 2,"R",58,"A",,"A",,"R",58
154545, 3,"C",58,"A",,"A",,"C",58
154572, 1,"R",7742,"R",2621,"R",2493,"R",2628
154572, 2,"R",7742,"R",2621,"R",2493,"R",2628
154572, 3,"R",3793,"R",1261,"R",1858,"R",674
154572,11,"R",3949,"R",1360,"R",635,"R",1954
154590, 1,"R",1426,"R",302,"R",193,"R",931
154590, 2,"R",1350,"R",278,"R",141,"R",931
154590, 3,"R",1293,"R",239,"R",139,"R",915
154590,11,"R",57,"R",39,"R",2,"R",16
154590,12,"R",76,"R",24,"R",52,"R",0
154642, 1,"R",3750,"R",2376,"R",812,"R",562
154642, 2,"R",3750,"R",2376,"R",812,"R",562
154642, 3,"R",1993,"R",1168,"R",556,"R",269
154642,11,"R",1757,"R",1208,"R",256,"R",293
154688, 1,"R",3384,"R",1131,"R",446,"R",1807
154688, 2,"R",2090,"R",291,"R",120,"R",1679
154688, 3,"R",1539,"R",286,"R",116,"R",1137
154688,11,"R",551,"R",5,"R",4,"R",542
154688,12,"R",1294,"R",840,"R",326,"R",128
154697, 1,"R",13061,"R",7715,"R",943,"R",4403
154697, 2,"R",13061,"R",7715,"R",943,"R",4403
154697, 3,"R",5726,"R",2674,"R",740,"R",2312
154697,11,"R",7335,"R",5041,"R",203,"R",2091
154712, 1,"R",2283,"R",64,"R",0,"R",2219
154712, 2,"R",2184,"R",0,"R",0,"R",2184
154712, 3,"R",1993,"R",0,"R",0,"R",1993
154712,11,"R",191,"R",0,"R",0,"R",191
154712,12,"R",99,"R",64,"R",0,"R",35
154721, 1,"R",826,"R",0,"R",0,"R",826
154721, 2,"R",826,"R",0,"R",0,"R",826
154721, 3,"R",767,"R",0,"R",0,"R",767
154721,11,"R",59,"R",0,"R",0,"R",59
154749, 1,"R",486,"R",10,"R",20,"R",456
154749, 2,"R",486,"R",10,"R",20,"R",456
154749, 3,"R",474,"R",6,"R",19,"R",449
154749,11,"R",12,"R",4,"R",1,"R",7
154800, 1,"R",11237,"R",3452,"R",4143,"R",3642
154800, 2,"R",11237,"R",3452,"R",4143,"R",3642
154800, 3,"R",8845,"R",2309,"R",3765,"R",2771
154800,11,"R",2392,"R",1143,"R",378,"R",871
154855, 1,"R",842,"R",501,"R",253,"R",88
154855, 2,"R",842,"R",501,"R",253,"R",88
154855, 3,"R",736,"R",462,"R",253,"R",21
154855,11,"R",106,"R",39,"Z",0,"R",67
154907, 1,"R",2622,"R",774,"R",739,"R",1109
154907, 2,"R",2622,"R",774,"R",739,"R",1109
154907, 3,"R",1471,"R",346,"R",571,"R",554
154907,11,"R",1151,"R",428,"R",168,"R",555
154925, 1,"R",2258,"R",189,"R",696,"R",1373
154925, 2,"R",2258,"R",189,"R",696,"R",1373
154925, 3,"R",1309,"R",132,"R",646,"R",531
154925,11,"R",949,"R",57,"R",50,"R",842
154934, 1,"R",2369,"R",1161,"R",623,"R",585
154934, 2,"R",2369,"R",1161,"R",623,"R",585
154934, 3,"R",1591,"R",922,"R",428,"R",241
154934,11,"R",778,"R",239,"R",195,"R",344
154952, 1,"R",4045,"R",1554,"R",1266,"R",1225
154952, 2,"R",4045,"R",1554,"R",1266,"R",1225
154952, 3,"R",2744,"R",1026,"R",1043,"R",675
154952,11,"R",1301,"R",528,"R",223,"R",550
154998, 1,"R",2180,"R",192,"R",195,"R",1793
154998, 2,"R",2180,"R",192,"R",195,"R",1793
154998, 3,"R",1988,"R",96,"R",133,"R",1759
154998,11,"R",192,"R",96,"R",62,"R",34
155007, 1,"R",499,"R",3,"R",20,"R",476
155007, 2,"R",499,"R",3,"R",20,"R",476
155007, 3,"R",388,"R",3,"R",20,"R",365
155007,11,"R",111,"R",0,"R",0,"R",111
155025, 1,"R",7282,"R",4220,"R",1193,"R",1869
155025, 2,"R",3819,"R",1102,"R",1028,"R",1689
155025, 3,"R",3546,"R",1071,"R",1018,"R",1457
155025,11,"R",273,"R",31,"R",10,"R",232
155025,12,"R",3463,"R",3118,"R",165,"R",180
155052, 1,"R",2393,"R",714,"R",265,"R",1414
155052, 2,"R",2393,"R",714,"R",265,"R",1414
155052, 3,"R",477,"R",42,"R",179,"R",256
155052,11,"R",1916,"R",672,"R",86,"R",1158
155061, 1,"R",18862,"R",13858,"R",3335,"R",1669
155061, 2,"R",15141,"R",10767,"R",2909,"R",1465
155061, 3,"R",14604,"R",10349,"R",2859,"R",1396
155061,11,"R",537,"R",418,"R",50,"R",69
155061,12,"R",3721,"R",3091,"R",426,"R",204
155070, 1,"R",243,"R",105,"R",40,"R",98
155070, 2,"R",198,"R",60,"R",40,"R",98
155070, 3,"R",196,"R",58,"R",40,"R",98
155070,11,"R",2,"R",2,"Z",0,"R",0
155070,12,"R",45,"R",45,"Z",0,"R",0
155089, 1,"R",3165,"R",1024,"R",930,"R",1211
155089, 2,"R",1865,"R",315,"R",719,"R",831
155089, 3,"R",1179,"R",235,"R",711,"R",233
155089,11,"R",686,"R",80,"R",8,"R",598
155089,12,"R",1300,"R",709,"R",211,"R",380
155098, 1,"R",2582,"R",290,"R",793,"R",1499
155098, 2,"R",2582,"R",290,"R",793,"R",1499
155098, 3,"R",1499,"R",210,"R",697,"R",592
155098,11,"R",1083,"R",80,"R",96,"R",907
155104, 1,"R",2584,"R",549,"R",968,"R",1067
155104, 2,"R",2584,"R",549,"R",968,"R",1067
155104, 3,"R",1865,"R",339,"R",796,"R",730
155104,11,"R",719,"R",210,"R",172,"R",337
155140, 1,"R",880,"A",,"A",,"R",880
155140, 2,"R",880,"A",,"A",,"R",880
155140, 3,"R",875,"A",,"A",,"R",875
155140,11,"R",5,"A",,"A",,"R",5
155159, 1,"R",96,"A",,"A",,"R",96
155159, 2,"R",96,"A",,"A",,"R",96
155159, 3,"C",96,"A",,"A",,"C",96
155177, 1,"R",415,"R",2,"R",1,"R",412
155177, 2,"R",415,"R",2,"R",1,"R",412
155177, 3,"R",414,"R",1,"R",1,"R",412
155177,11,"R",1,"R",1,"R",0,"R",0
155186, 1,"R",4261,"R",1164,"R",730,"R",2367
155186, 2,"R",4261,"R",1164,"R",730,"R",2367
155186, 3,"R",2404,"R",511,"R",540,"R",1353
155186,11,"R",1857,"R",653,"R",190,"R",1014
155195, 1,"R",7912,"R",3083,"R",2223,"R",2606
155195, 2,"R",7912,"R",3083,"R",2223,"R",2606
155195, 3,"R",4623,"R",1753,"R",1681,"R",1189
155195,11,"R",3289,"R",1330,"R",542,"R",1417
155201, 1,"R",1163,"R",187,"R",405,"R",571
155201, 2,"R",1163,"R",187,"R",405,"R",571
155201, 3,"R",745,"R",144,"R",336,"R",265
155201,11,"R",418,"R",43,"R",69,"R",306
155210, 1,"R",27843,"R",5186,"R",6949,"R",15708
155210, 2,"R",27843,"R",5186,"R",6949,"R",15708
155210, 3,"R",15021,"R",2534,"R",5521,"R",6966
155210,11,"R",12822,"R",2652,"R",1428,"R",8742
155283, 1,"R",1010,"R",58,"R",0,"R",952
155283, 2,"R",1010,"R",58,"R",0,"R",952
155283, 3,"R",1010,"R",58,"R",0,"R",952
155292, 1,"R",8213,"R",1371,"R",1960,"R",4882
155292, 2,"R",8213,"R",1371,"R",1960,"R",4882
155292, 3,"R",4812,"R",880,"R",1738,"R",2194
155292,11,"R",3401,"R",491,"R",222,"R",2688
155308, 1,"R",202,"R",73,"R",19,"R",110
155308, 2,"R",202,"R",73,"R",19,"R",110
155308, 3,"R",197,"R",71,"R",19,"R",107
155308,11,"R",5,"R",2,"R",0,"R",3
155317, 1,"R",30983,"R",3569,"R",15794,"R",11620
155317, 2,"R",21552,"R",1261,"R",13488,"R",6803
155317, 3,"R",20219,"R",1065,"R",13395,"R",5759
155317,11,"R",1333,"R",196,"R",93,"R",1044
155317,12,"R",9431,"R",2308,"R",2306,"R",4817
155335, 1,"R",5018,"R",708,"R",775,"R",3535
155335, 2,"R",4232,"R",339,"R",740,"R",3153
155335, 3,"R",1463,"R",238,"R",723,"R",502
155335,11,"R",2769,"R",101,"R",17,"R",2651
155335,12,"R",786,"R",369,"R",35,"R",382
155353, 1,"R",129,"A",,"A",,"R",129
155353, 2,"R",129,"A",,"A",,"R",129
155353, 3,"C",129,"A",,"A",,"C",129
155399, 1,"R",23353,"R",3558,"R",9416,"R",10379
155399, 2,"R",18417,"R",1558,"R",7895,"R",8964
155399, 3,"R",17805,"R",1205,"R",7853,"R",8747
155399,11,"R",612,"R",353,"R",42,"R",217
155399,12,"R",4936,"R",2000,"R",1521,"R",1415
155414, 1,"R",828,"R",104,"R",210,"R",514
155414, 2,"R",739,"R",22,"R",210,"R",507
155414, 3,"R",720,"R",21,"R",210,"R",489
155414,11,"R",19,"R",1,"R",0,"R",18
155414,12,"R",89,"R",82,"R",0,"R",7
155423, 1,"R",2065,"R",22,"R",47,"R",1996
155423, 2,"R",2065,"R",22,"R",47,"R",1996
155423, 3,"R",2053,"R",10,"R",47,"R",1996
155423,11,"R",12,"R",12,"Z",0,"R",0
155450, 1,"R",2589,"R",611,"R",987,"R",991
155450, 2,"R",2589,"R",611,"R",987,"R",991
155450, 3,"R",1925,"R",326,"R",928,"R",671
155450,11,"R",664,"R",285,"R",59,"R",320
155487, 1,"R",1180,"R",42,"R",238,"R",900
155487, 2,"R",1180,"R",42,"R",238,"R",900
155487, 3,"R",586,"R",24,"R",228,"R",334
155487,11,"R",594,"R",18,"R",10,"R",566
155496, 1,"R",233,"R",19,"R",20,"R",194
155496, 2,"R",233,"R",19,"R",20,"R",194
155496, 3,"R",215,"R",18,"R",20,"R",177
155496,11,"R",18,"R",1,"Z",0,"R",17
155511, 1,"R",918,"R",0,"R",0,"R",918
155511, 2,"R",876,"R",0,"R",0,"R",876
155511, 3,"R",817,"R",0,"R",0,"R",817
155511,11,"R",59,"R",0,"R",0,"R",59
155511,12,"R",42,"A",,"A",,"R",42
155520, 1,"R",3526,"R",1043,"R",1481,"R",1002
155520, 2,"R",1548,"R",388,"R",457,"R",703
155520, 3,"R",1370,"R",224,"R",454,"R",692
155520,11,"R",178,"R",164,"R",3,"R",11
155520,12,"R",1978,"R",655,"R",1024,"R",299
155566, 1,"R",2534,"R",471,"R",1052,"R",1011
155566, 2,"R",2534,"R",471,"R",1052,"R",1011
155566, 3,"R",1426,"R",278,"R",843,"R",305
155566,11,"R",1108,"R",193,"R",209,"R",706
155593, 1,"R",1236,"R",168,"R",144,"R",924
155593, 2,"R",1236,"R",168,"R",144,"R",924
155593, 3,"R",478,"R",13,"R",55,"R",410
155593,11,"R",758,"R",155,"R",89,"R",514
155618, 1,"R",805,"R",13,"R",93,"R",699
155618, 2,"R",805,"R",13,"R",93,"R",699
155618, 3,"R",420,"R",5,"R",79,"R",336
155618,11,"R",385,"R",8,"R",14,"R",363
155627, 1,"R",782,"R",21,"R",761,"R",0
155627, 2,"R",713,"R",3,"R",710,"R",0
155627, 3,"R",713,"R",3,"R",710,"R",0
155627,12,"R",69,"R",18,"R",51,"R",0
155636, 1,"R",793,"R",751,"R",42,"R",0
155636, 2,"R",416,"R",386,"R",30,"R",0
155636, 3,"R",403,"R",374,"R",29,"R",0
155636,11,"R",13,"R",12,"R",1,"R",0
155636,12,"R",377,"R",365,"R",12,"R",0
155681, 1,"R",8065,"R",1306,"R",3758,"R",3001
155681, 2,"R",5745,"R",332,"R",3145,"R",2268
155681, 3,"R",5290,"R",299,"R",3116,"R",1875
155681,11,"R",455,"R",33,"R",29,"R",393
155681,12,"R",2320,"R",974,"R",613,"R",733
155715, 1,"R",1727,"R",747,"R",219,"R",761
155715, 2,"R",1727,"R",747,"R",219,"R",761
155715, 3,"R",1146,"R",518,"R",144,"R",484
155715,11,"R",581,"R",229,"R",75,"R",277
155812, 1,"R",1644,"R",294,"R",125,"R",1225
155812, 2,"R",875,"R",37,"R",86,"R",752
155812, 3,"R",851,"R",35,"R",86,"R",730
155812,11,"R",24,"R",2,"Z",0,"R",22
155812,12,"R",769,"R",257,"R",39,"R",473
155830, 1,"R",1243,"R",159,"R",241,"R",843
155830, 2,"R",1243,"R",159,"R",241,"R",843
155830, 3,"R",451,"R",74,"R",145,"R",232
155830,11,"R",792,"R",85,"R",96,"R",611
155858, 1,"R",2499,"R",338,"R",342,"R",1819
155858, 2,"R",2499,"R",338,"R",342,"R",1819
155858, 3,"R",1462,"R",247,"R",258,"R",957
155858,11,"R",1037,"R",91,"R",84,"R",862
155900, 1,"R",2170,"R",1408,"R",47,"R",715
155900, 2,"R",1923,"R",1232,"R",43,"R",648
155900, 3,"R",1816,"R",1158,"R",43,"R",615
155900,11,"R",107,"R",74,"R",0,"R",33
155900,12,"R",247,"R",176,"R",4,"R",67
155937, 1,"R",782,"R",120,"R",162,"R",500
155937, 2,"R",769,"R",117,"R",162,"R",490
155937, 3,"R",647,"R",89,"R",162,"R",396
155937,11,"R",122,"R",28,"R",0,"R",94
155937,12,"R",13,"R",3,"R",0,"R",10
155973, 1,"R",758,"R",112,"R",164,"R",482
155973, 2,"R",691,"R",47,"R",164,"R",480
155973, 3,"R",610,"R",37,"R",144,"R",429
155973,11,"R",81,"R",10,"R",20,"R",51
155973,12,"R",67,"R",65,"Z",0,"R",2
156082, 1,"R",7222,"R",976,"R",1831,"R",4415
156082, 2,"R",6290,"R",734,"R",1640,"R",3916
156082, 3,"R",5169,"R",707,"R",1617,"R",2845
156082,11,"R",1121,"R",27,"R",23,"R",1071
156082,12,"R",932,"R",242,"R",191,"R",499
156107, 1,"R",8116,"R",1091,"R",2269,"R",4756
156107, 2,"R",8116,"R",1091,"R",2269,"R",4756
156107, 3,"R",3735,"R",644,"R",1632,"R",1459
156107,11,"R",4381,"R",447,"R",637,"R",3297
156125, 1,"R",17817,"R",3565,"R",5314,"R",8938
156125, 2,"R",14448,"R",2807,"R",4826,"R",6815
156125, 3,"R",12500,"R",1907,"R",4804,"R",5789
156125,11,"R",1948,"R",900,"R",22,"R",1026
156125,12,"R",3369,"R",758,"R",488,"R",2123
156134, 1,"R",1625,"A",,"A",,"R",1625
156134, 2,"R",1625,"A",,"A",,"R",1625
156134, 3,"R",1625,"A",,"A",,"R",1625
156189, 1,"R",632,"A",,"A",,"R",632
156189, 2,"R",632,"A",,"A",,"R",632
156189, 3,"R",608,"A",,"A",,"R",608
156189,11,"R",24,"A",,"A",,"R",24
156213, 1,"R",2080,"R",676,"R",558,"R",846
156213, 2,"R",1821,"R",447,"R",530,"R",844
156213, 3,"R",1680,"R",411,"R",515,"R",754
156213,11,"R",141,"R",36,"R",15,"R",90
156213,12,"R",259,"R",229,"R",28,"R",2
156222, 1,"R",2052,"R",331,"R",1207,"R",514
156222,12,"R",2052,"R",331,"R",1207,"R",514
156231, 1,"R",3522,"R",931,"R",1275,"R",1316
156231, 2,"R",3522,"R",931,"R",1275,"R",1316
156231, 3,"R",2593,"R",624,"R",1227,"R",742
156231,11,"R",929,"R",307,"R",48,"R",574
156277, 1,"R",74,"A",,"A",,"R",74
156277, 2,"R",74,"A",,"A",,"R",74
156277, 3,"C",74,"A",,"A",,"C",74
156286, 1,"R",3967,"R",253,"R",1021,"R",2693
156286, 2,"R",2872,"R",55,"R",834,"R",1983
156286, 3,"R",2768,"R",47,"R",822,"R",1899
156286,11,"R",104,"R",8,"R",12,"R",84
156286,12,"R",1095,"R",198,"R",187,"R",710
156295, 1,"R",1707,"A",,"A",,"R",1707
156295, 2,"R",1707,"A",,"A",,"R",1707
156295, 3,"R",1665,"A",,"A",,"R",1665
156295,11,"R",42,"A",,"A",,"R",42
156310, 1,"R",300,"A",,"A",,"R",300
156310, 2,"R",300,"A",,"A",,"R",300
156310, 3,"C",300,"A",,"A",,"C",300
156338, 1,"R",5877,"R",923,"R",1885,"R",3069
156338, 2,"R",5877,"R",923,"R",1885,"R",3069
156338, 3,"R",3882,"R",740,"R",1843,"R",1299
156338,11,"R",1995,"R",183,"R",42,"R",1770
156356, 1,"R",1114,"R",452,"R",40,"R",622
156356, 2,"R",1028,"R",395,"R",27,"R",606
156356, 3,"R",908,"R",381,"R",27,"R",500
156356,11,"R",120,"R",14,"R",0,"R",106
156356,12,"R",86,"R",57,"R",13,"R",16
156365, 1,"R",15877,"R",2559,"R",9856,"R",3462
156365, 2,"R",6598,"R",1206,"R",1993,"R",3399
156365, 3,"R",3123,"R",741,"R",1680,"R",702
156365,11,"R",3475,"R",465,"R",313,"R",2697
156365,12,"R",9279,"R",1353,"R",7863,"R",63
156392, 1,"R",14144,"R",4225,"R",5207,"R",4712
156392, 2,"R",14144,"R",4225,"R",5207,"R",4712
156392, 3,"R",10660,"R",2826,"R",4946,"R",2888
156392,11,"R",3484,"R",1399,"R",261,"R",1824
156408, 1,"R",1421,"A",,"A",,"R",1421
156408, 2,"R",1421,"A",,"A",,"R",1421
156408, 3,"R",1408,"A",,"A",,"R",1408
156408,11,"R",13,"A",,"A",,"R",13
156417, 1,"R",148,"R",103,"R",11,"R",34
156417, 2,"R",148,"R",103,"R",11,"R",34
156417, 3,"R",110,"R",66,"R",10,"R",34
156417,11,"R",38,"R",37,"R",1,"R",0
156426, 1,"R",276,"A",,"A",,"R",276
156426, 2,"R",276,"A",,"A",,"R",276
156426, 3,"C",276,"A",,"A",,"C",276
156471, 1,"R",3424,"R",1268,"R",2156,"R",0
156471, 2,"R",3331,"R",1175,"R",2156,"R",0
156471, 3,"R",3331,"R",1175,"R",2156,"R",0
156471,12,"R",93,"R",93,"R",0,"R",0
156541, 1,"R",23502,"R",12924,"R",9286,"R",1292
156541, 2,"R",4782,"R",2436,"R",1343,"R",1003
156541, 3,"R",4090,"R",2276,"R",1066,"R",748
156541,11,"R",692,"R",160,"R",277,"R",255
156541,12,"R",18720,"R",10488,"R",7943,"R",289
156620, 1,"R",17345,"R",4349,"R",4544,"R",8452
156620, 2,"R",14316,"R",2653,"R",3667,"R",7996
156620, 3,"R",12993,"R",2505,"R",3477,"R",7011
156620,11,"R",1323,"R",148,"R",190,"R",985
156620,12,"R",3029,"R",1696,"R",877,"R",456
156648, 1,"R",9443,"R",2182,"R",2935,"R",4326
156648, 2,"R",9443,"R",2182,"R",2935,"R",4326
156648, 3,"R",5436,"R",1645,"R",2472,"R",1319
156648,11,"R",4007,"R",537,"R",463,"R",3007
156727, 1,"R",3134,"R",3134,"A",,"A",
156727,12,"R",3134,"R",3134,"A",,"A",
156745, 1,"R",1649,"R",634,"R",207,"R",808
156745, 2,"R",1029,"R",14,"R",207,"R",808
156745, 3,"R",984,"R",10,"R",204,"R",770
156745,11,"R",45,"R",4,"R",3,"R",38
156745,12,"R",620,"R",620,"R",0,"R",0
156754, 1,"R",57,"A",,"A",,"R",57
156754, 2,"R",57,"A",,"A",,"R",57
156754, 3,"C",57,"A",,"A",,"C",57
156790, 1,"R",4816,"R",1370,"R",1041,"R",2405
156790, 2,"R",4816,"R",1370,"R",1041,"R",2405
156790, 3,"R",2108,"R",795,"R",779,"R",534
156790,11,"R",2708,"R",575,"R",262,"R",1871
156842, 1,"R",290,"A",,"A",,"R",290
156842, 2,"R",290,"A",,"A",,"R",290
156842, 3,"C",290,"A",,"A",,"C",290
156851, 1,"R",1967,"R",448,"R",654,"R",865
156851, 2,"R",1967,"R",448,"R",654,"R",865
156851, 3,"R",1222,"R",383,"R",555,"R",284
156851,11,"R",745,"R",65,"R",99,"R",581
156860, 1,"R",3772,"R",1236,"R",1421,"R",1115
156860, 2,"R",3772,"R",1236,"R",1421,"R",1115
156860, 3,"R",2911,"R",1049,"R",1248,"R",614
156860,11,"R",861,"R",187,"R",173,"R",501
156921, 1,"R",17902,"R",4393,"R",4558,"R",8951
156921, 2,"R",17902,"R",4393,"R",4558,"R",8951
156921, 3,"R",11269,"R",3112,"R",4123,"R",4034
156921,11,"R",6633,"R",1281,"R",435,"R",4917
156967, 1,"R",201,"A",,"A",,"R",201
156967, 2,"R",201,"A",,"A",,"R",201
156967, 3,"C",201,"A",,"A",,"C",201
157021, 1,"R",279,"R",4,"R",275,"R",0
157021, 2,"R",279,"R",4,"R",275,"R",0
157021, 3,"R",279,"R",4,"R",275,"R",0
157030, 1,"R",82,"R",23,"R",10,"R",49
157030, 2,"R",82,"R",23,"R",10,"R",49
157030, 3,"R",74,"R",19,"R",9,"R",46
157030,11,"R",8,"R",4,"R",1,"R",3
157058, 1,"R",3044,"R",1059,"R",1408,"R",577
157058, 2,"R",2848,"R",1008,"R",1347,"R",493
157058, 3,"R",1588,"R",113,"R",983,"R",492
157058,11,"R",1260,"R",895,"R",364,"R",1
157058,12,"R",196,"R",51,"R",61,"R",84
157076, 1,"R",937,"R",56,"R",299,"R",582
157076, 2,"R",937,"R",56,"R",299,"R",582
157076, 3,"R",870,"R",55,"R",296,"R",519
157076,11,"R",67,"R",1,"R",3,"R",63
157085, 1,"R",32756,"R",3595,"R",11816,"R",17345
157085, 2,"R",24633,"R",1984,"R",9708,"R",12941
157085, 3,"R",23825,"R",1786,"R",9615,"R",12424
157085,11,"R",808,"R",198,"R",93,"R",517
157085,12,"R",8123,"R",1611,"R",2108,"R",4404
157100, 1,"R",806,"R",135,"R",0,"R",671
157100, 2,"R",699,"R",28,"R",0,"R",671
157100, 3,"R",596,"R",28,"R",0,"R",568
157100,11,"R",103,"R",0,"R",0,"R",103
157100,12,"R",107,"R",107,"R",0,"R",0
157207, 1,"R",111,"R",29,"R",82,"R",0
157207,12,"R",111,"R",29,"R",82,"R",0
157216, 1,"R",3277,"R",935,"R",1066,"R",1276
157216, 2,"R",2249,"R",397,"R",946,"R",906
157216, 3,"R",2034,"R",374,"R",913,"R",747
157216,11,"R",215,"R",23,"R",33,"R",159
157216,12,"R",1028,"R",538,"R",120,"R",370
157289, 1,"R",25451,"R",2720,"R",5870,"R",16861
157289, 2,"R",18045,"R",1455,"R",4768,"R",11822
157289, 3,"R",15785,"R",1326,"R",4679,"R",9780
157289,11,"R",2260,"R",129,"R",89,"R",2042
157289,12,"R",7406,"R",1265,"R",1102,"R",5039
157298, 1,"R",158,"A",,"A",,"R",158
157298,12,"R",158,"A",,"A",,"R",158
157304, 1,"R",5941,"R",1158,"R",1222,"R",3561
157304, 2,"R",5941,"R",1158,"R",1222,"R",3561
157304, 3,"R",2514,"R",992,"R",1002,"R",520
157304,11,"R",3427,"R",166,"R",220,"R",3041
157331, 1,"R",4826,"R",1285,"R",1691,"R",1850
157331, 2,"R",4826,"R",1285,"R",1691,"R",1850
157331, 3,"R",2891,"R",863,"R",1483,"R",545
157331,11,"R",1935,"R",422,"R",208,"R",1305
157377, 1,"R",1622,"R",777,"R",669,"R",176
157377, 2,"R",1322,"R",477,"R",669,"R",176
157377, 3,"R",1294,"R",468,"R",663,"R",163
157377,11,"R",28,"R",9,"R",6,"R",13
157377,12,"R",300,"R",300,"Z",0,"R",0
157386, 1,"R",10971,"R",1771,"R",4672,"R",4528
157386, 2,"R",9935,"R",902,"R",4553,"R",4480
157386, 3,"R",6343,"R",843,"R",4435,"R",1065
157386,11,"R",3592,"R",59,"R",118,"R",3415
157386,12,"R",1036,"R",869,"R",119,"R",48
157401, 1,"R",10853,"R",1889,"R",3102,"R",5862
157401, 2,"R",8949,"R",1098,"R",2771,"R",5080
157401, 3,"R",7307,"R",938,"R",2672,"R",3697
157401,11,"R",1642,"R",160,"R",99,"R",1383
157401,12,"R",1904,"R",791,"R",331,"R",782
157438, 1,"R",6193,"R",1393,"R",2027,"R",2773
157438, 2,"R",6193,"R",1393,"R",2027,"R",2773
157438, 3,"R",3769,"R",865,"R",1644,"R",1260
157438,11,"R",2424,"R",528,"R",383,"R",1513
157447, 1,"R",18308,"R",5982,"R",5636,"R",6690
