UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
106704, 2,"R",10179,"R",624,"R",4901,"R",4654
106704, 3,"R",9311,"R",504,"R",4860,"R",3947
106704,11,"R",868,"R",120,"R",41,"R",707
106704,12,"R",2154,"R",1119,"R",695,"R",340
106713, 1,"R",731,"R",39,"R",378,"R",314
106713, 2,"R",731,"R",39,"R",378,"R",314
106713, 3,"R",652,"R",38,"R",378,"R",236
106713,11,"R",79,"R",1,"R",0,"R",78
106795, 1,"R",1955,"R",415,"R",830,"R",710
106795, 2,"R",1955,"R",415,"R",830,"R",710
106795, 3,"R",1244,"R",269,"R",645,"R",330
106795,11,"R",711,"R",146,"R",185,"R",380
106810, 1,"R",199,"Z",0,"R",115,"R",84
106810, 2,"R",199,"Z",0,"R",115,"R",84
106810, 3,"R",169,"Z",0,"R",111,"R",58
106810,11,"R",30,"Z",0,"R",4,"R",26
106883, 1,"R",1893,"R",261,"R",660,"R",972
106883, 2,"R",1893,"R",261,"R",660,"R",972
106883, 3,"R",1068,"R",110,"R",524,"R",434
106883,11,"R",825,"R",151,"R",136,"R",538
106892, 1,"R",314,"A",,"A",,"R",314
106892, 2,"R",314,"A",,"A",,"R",314
106892, 3,"C",314,"A",,"A",,"C",314
106908, 1,"R",544,"A",,"A",,"R",544
106908, 2,"R",544,"A",,"A",,"R",544
106908, 3,"C",544,"A",,"A",,"C",544
106980, 1,"R",3046,"R",424,"R",1200,"R",1422
106980, 2,"R",3046,"R",424,"R",1200,"R",1422
106980, 3,"R",2496,"R",353,"R",1169,"R",974
106980,11,"R",550,"R",71,"R",31,"R",448
106999, 1,"R",1865,"R",344,"R",1039,"R",482
106999, 2,"R",1865,"R",344,"R",1039,"R",482
106999, 3,"R",1225,"R",189,"R",682,"R",354
106999,11,"R",640,"R",155,"R",357,"R",128
107044, 1,"R",5204,"R",1924,"R",561,"R",2719
107044, 2,"R",3938,"R",1198,"R",324,"R",2416
107044, 3,"R",3859,"R",1171,"R",324,"R",2364
107044,11,"R",79,"R",27,"Z",0,"R",52
107044,12,"R",1266,"R",726,"R",237,"R",303
107071, 1,"R",4562,"R",710,"R",2461,"R",1391
107071, 2,"R",3809,"R",242,"R",2248,"R",1319
107071, 3,"R",3197,"R",224,"R",2242,"R",731
107071,11,"R",612,"R",18,"R",6,"R",588
107071,12,"R",753,"R",468,"R",213,"R",72
107080, 1,"R",1135,"A",,"A",,"R",1135
107080, 2,"R",1122,"A",,"A",,"R",1122
107080, 3,"R",1115,"A",,"A",,"R",1115
107080,11,"R",7,"A",,"A",,"R",7
107080,12,"R",13,"A",,"A",,"R",13
107099, 1,"R",96,"A",,"A",,"R",96
107099, 2,"R",96,"A",,"A",,"R",96
107099, 3,"C",96,"A",,"A",,"C",96
107123, 1,"R",89,"A",,"A",,"R",89
107123, 2,"R",89,"A",,"A",,"R",89
107123, 3,"R",89,"A",,"A",,"R",89
107141, 1,"R",2749,"R",740,"R",927,"R",1082
107141, 2,"R",2066,"R",444,"R",625,"R",997
107141, 3,"R",1661,"R",357,"R",594,"R",710
107141,11,"R",405,"R",87,"R",31,"R",287
107141,12,"R",683,"R",296,"R",302,"R",85
107220, 1,"R",289,"A",,"A",,"R",289
107220, 2,"R",289,"A",,"A",,"R",289
107220, 3,"C",289,"A",,"A",,"C",289
107293, 1,"R",94,"A",,"A",,"R",94
107293, 2,"R",94,"A",,"A",,"R",94
107293, 3,"C",94,"A",,"A",,"C",94
107318, 1,"R",1705,"R",268,"R",454,"R",983
107318, 2,"R",1705,"R",268,"R",454,"R",983
107318, 3,"R",828,"R",154,"R",405,"R",269
107318,11,"R",877,"R",114,"R",49,"R",714
107327, 1,"R",1967,"R",602,"R",572,"R",793
107327, 2,"R",1967,"R",602,"R",572,"R",793
107327, 3,"R",1105,"R",138,"R",511,"R",456
107327,11,"R",862,"R",464,"R",61,"R",337
107442, 1,"R",47,"A",,"A",,"R",47
107442, 2,"R",47,"A",,"A",,"R",47
107442, 3,"C",47,"A",,"A",,"C",47
107460, 1,"R",2107,"R",355,"R",958,"R",794
107460, 2,"R",2107,"R",355,"R",958,"R",794
107460, 3,"R",1575,"R",195,"R",864,"R",516
107460,11,"R",532,"R",160,"R",94,"R",278
107488, 1,"R",285,"A",,"A",,"R",285
107488, 2,"R",285,"A",,"A",,"R",285
107488, 3,"R",285,"A",,"A",,"R",285
107512, 1,"R",1747,"R",70,"R",334,"R",1343
107512, 2,"R",1717,"R",40,"R",334,"R",1343
107512, 3,"R",1563,"R",36,"R",334,"R",1193
107512,11,"R",154,"R",4,"R",0,"R",150
107512,12,"R",30,"R",30,"Z",0,"R",0
107521, 1,"R",1512,"R",149,"R",445,"R",918
107521, 2,"R",1512,"R",149,"R",445,"R",918
107521, 3,"R",795,"R",88,"R",398,"R",309
107521,11,"R",717,"R",61,"R",47,"R",609
107549, 1,"R",1382,"R",221,"R",386,"R",775
107549, 2,"R",1382,"R",221,"R",386,"R",775
107549, 3,"R",750,"R",158,"R",307,"R",285
107549,11,"R",632,"R",63,"R",79,"R",490
107558, 1,"R",861,"R",0,"R",778,"R",83
107558, 2,"R",861,"R",0,"R",778,"R",83
107558, 3,"R",847,"R",0,"R",768,"R",79
107558,11,"R",14,"R",0,"R",10,"R",4
107585, 1,"R",2343,"R",182,"R",1054,"R",1107
107585, 2,"R",2343,"R",182,"R",1054,"R",1107
107585, 3,"R",2081,"R",135,"R",1001,"R",945
107585,11,"R",262,"R",47,"R",53,"R",162
107600, 1,"R",1121,"R",11,"R",1023,"R",87
107600, 2,"R",1121,"R",11,"R",1023,"R",87
107600, 3,"R",1120,"R",11,"R",1023,"R",86
107600,11,"R",1,"Z",0,"Z",0,"R",1
107619, 1,"R",1884,"R",229,"R",697,"R",958
107619, 2,"R",1884,"R",229,"R",697,"R",958
107619, 3,"R",868,"R",104,"R",437,"R",327
107619,11,"R",1016,"R",125,"R",260,"R",631
107637, 1,"R",2488,"R",303,"R",831,"R",1354
107637, 2,"R",2488,"R",303,"R",831,"R",1354
107637, 3,"R",2201,"R",282,"R",754,"R",1165
107637,11,"R",287,"R",21,"R",77,"R",189
107655, 1,"R",55,"A",,"A",,"R",55
107655, 2,"R",55,"A",,"A",,"R",55
107655, 3,"C",55,"A",,"A",,"C",55
107664, 1,"R",7847,"R",2023,"R",2263,"R",3561
107664, 2,"R",7847,"R",2023,"R",2263,"R",3561
107664, 3,"R",6297,"R",1409,"R",2130,"R",2758
107664,11,"R",1550,"R",614,"R",133,"R",803
107725, 1,"R",1819,"R",241,"R",548,"R",1030
107725, 2,"R",1819,"R",241,"R",548,"R",1030
107725, 3,"R",1255,"R",164,"R",423,"R",668
107725,11,"R",564,"R",77,"R",125,"R",362
107743, 1,"R",1081,"R",124,"R",484,"R",473
107743, 2,"R",1081,"R",124,"R",484,"R",473
107743, 3,"R",634,"R",45,"R",380,"R",209
107743,11,"R",447,"R",79,"R",104,"R",264
107789, 1,"R",160,"A",,"A",,"R",160
107789, 2,"R",160,"A",,"A",,"R",160
107789, 3,"C",160,"A",,"A",,"C",160
107831, 1,"R",111,"A",,"A",,"R",111
107831, 2,"R",111,"A",,"A",,"R",111
107831, 3,"C",111,"A",,"A",,"C",111
107840, 1,"R",333,"Z",0,"R",105,"R",228
107840, 2,"R",333,"Z",0,"R",105,"R",228
107840, 3,"R",333,"Z",0,"R",105,"R",228
107877, 1,"R",573,"R",27,"R",150,"R",396
107877, 2,"R",547,"R",3,"R",150,"R",394
107877, 3,"R",547,"R",3,"R",150,"R",394
107877,12,"R",26,"R",24,"R",0,"R",2
107974, 1,"R",2006,"R",475,"R",770,"R",761
107974, 2,"R",2006,"R",475,"R",770,"R",761
107974, 3,"R",1666,"R",433,"R",701,"R",532
107974,11,"R",340,"R",42,"R",69,"R",229
107983, 1,"R",5249,"R",2519,"R",1511,"R",1219
107983, 2,"R",3911,"R",1358,"R",1401,"R",1152
107983, 3,"R",3418,"R",1121,"R",1361,"R",936
107983,11,"R",493,"R",237,"R",40,"R",216
107983,12,"R",1338,"R",1161,"R",110,"R",67
107992, 1,"R",1725,"R",383,"R",365,"R",977
107992, 2,"R",1725,"R",383,"R",365,"R",977
107992, 3,"R",1194,"R",333,"R",344,"R",517
107992,11,"R",531,"R",50,"R",21,"R",460
108065, 1,"R",16,"A",,"A",,"R",16
108065, 2,"R",16,"A",,"A",,"R",16
108065, 3,"C",16,"A",,"A",,"C",16
108092, 1,"R",6987,"R",720,"R",3769,"R",2498
108092, 2,"R",6938,"R",680,"R",3761,"R",2497
108092, 3,"R",5444,"R",495,"R",3646,"R",1303
108092,11,"R",1494,"R",185,"R",115,"R",1194
108092,12,"R",49,"R",40,"R",8,"R",1
108232, 1,"R",12822,"R",6655,"R",2797,"R",3370
108232, 2,"R",8836,"R",4717,"R",2115,"R",2004
108232, 3,"R",8560,"R",4493,"R",2110,"R",1957
108232,11,"R",276,"R",224,"R",5,"R",47
108232,12,"R",3986,"R",1938,"R",682,"R",1366
108269, 1,"R",225,"A",,"A",,"R",225
108269,12,"R",225,"A",,"A",,"R",225
108667, 1,"R",9993,"R",4284,"R",2113,"R",3596
108667, 2,"R",9993,"R",4284,"R",2113,"R",3596
108667, 3,"R",7982,"R",3647,"R",1822,"R",2513
108667,11,"R",2011,"R",637,"R",291,"R",1083
108807, 1,"R",16689,"R",2241,"R",4695,"R",9753
108807, 2,"R",16689,"R",2241,"R",4695,"R",9753
108807, 3,"R",12505,"R",1732,"R",4512,"R",6261
108807,11,"R",4184,"R",509,"R",183,"R",3492
108852, 1,"R",285,"A",,"A",,"R",285
108852, 2,"R",285,"A",,"A",,"R",285
108852, 3,"R",285,"A",,"A",,"R",285
108861, 1,"R",43,"R",0,"R",12,"R",31
108861,12,"R",43,"R",0,"R",12,"R",31
108870, 1,"R",374,"A",,"A",,"R",374
108870,12,"R",374,"A",,"A",,"R",374
108977, 1,"R",239,"A",,"A",,"R",239
108977, 2,"R",239,"A",,"A",,"R",239
108977, 3,"C",239,"A",,"A",,"C",239
109040, 1,"R",2493,"R",0,"R",180,"R",2313
109040, 2,"R",2493,"R",0,"R",180,"R",2313
109040, 3,"R",2493,"R",0,"R",180,"R",2313
109086, 1,"R",103,"A",,"A",,"R",103
109086, 2,"R",68,"A",,"A",,"R",68
109086, 3,"R",1,"A",,"A",,"R",1
109086,11,"R",67,"A",,"A",,"R",67
109086,12,"R",35,"A",,"A",,"R",35
109208, 1,"R",45034,"R",8244,"R",11138,"R",25652
109208, 2,"R",45034,"R",8244,"R",11138,"R",25652
109208, 3,"R",42238,"R",7464,"R",10929,"R",23845
109208,11,"R",2796,"R",780,"R",209,"R",1807
109350, 1,"R",18528,"R",933,"R",4594,"R",13001
109350, 2,"R",18528,"R",933,"R",4594,"R",13001
109350, 3,"R",16767,"R",796,"R",4253,"R",11718
109350,11,"R",1761,"R",137,"R",341,"R",1283
109651, 1,"R",3064,"R",112,"R",1383,"R",1569
109651, 2,"R",2754,"R",83,"R",1256,"R",1415
109651, 3,"R",2715,"R",81,"R",1252,"R",1382
109651,11,"R",39,"R",2,"R",4,"R",33
109651,12,"R",310,"R",29,"R",127,"R",154
109721, 1,"R",406,"A",,"A",,"R",406
109721, 2,"R",406,"A",,"A",,"R",406
109721, 3,"C",406,"A",,"A",,"C",406
109730, 1,"R",101,"A",,"A",,"R",101
109730, 2,"R",101,"A",,"A",,"R",101
109730, 3,"C",101,"A",,"A",,"C",101
109785, 1,"R",10989,"R",1581,"R",3303,"R",6105
109785, 2,"R",5497,"R",650,"R",1733,"R",3114
109785, 3,"R",5488,"R",649,"R",1732,"R",3107
109785,11,"R",9,"R",1,"R",1,"R",7
109785,12,"R",5492,"R",931,"R",1570,"R",2991
109819, 1,"R",37642,"R",4160,"R",10863,"R",22619
109819, 2,"R",37642,"R",4160,"R",10863,"R",22619
109819, 3,"R",27566,"R",3411,"R",10215,"R",13940
109819,11,"R",10076,"R",749,"R",648,"R",8679
109907, 1,"R",4545,"R",2390,"R",1589,"R",566
109907, 2,"R",4545,"R",2390,"R",1589,"R",566
109907, 3,"R",4182,"R",2188,"R",1516,"R",478
109907,11,"R",363,"R",202,"R",73,"R",88
109934, 1,"R",398,"A",,"A",,"R",398
109934, 2,"R",398,"A",,"A",,"R",398
109934, 3,"C",398,"A",,"A",,"C",398
110060, 1,"R",466,"R",59,"R",392,"R",15
110060, 2,"R",310,"R",36,"R",259,"R",15
110060, 3,"R",310,"R",36,"R",259,"R",15
110060,12,"R",156,"R",23,"R",133,"R",0
110097, 1,"R",6748,"R",1858,"R",2477,"R",2413
110097, 2,"R",4294,"R",804,"R",1753,"R",1737
110097, 3,"R",4202,"R",801,"R",1753,"R",1648
110097,11,"R",92,"R",3,"R",0,"R",89
110097,12,"R",2454,"R",1054,"R",724,"R",676
110194, 1,"R",328,"R",0,"R",13,"R",315
110194, 2,"R",328,"R",0,"R",13,"R",315
110194, 3,"C",328,"C",0,"C",13,"C",315
110219, 1,"R",2101,"R",2100,"R",1,"R",0
110219, 2,"R",2101,"R",2100,"R",1,"R",0
110219, 3,"R",2101,"R",2100,"R",1,"R",0
110246, 1,"R",12816,"R",1292,"R",4114,"R",7410
110246, 2,"R",12816,"R",1292,"R",4114,"R",7410
110246, 3,"R",11893,"R",1149,"R",4049,"R",6695
110246,11,"R",923,"R",143,"R",65,"R",715
110316, 1,"R",1750,"R",417,"R",519,"R",814
110316, 2,"R",121,"R",47,"R",56,"R",18
110316, 3,"R",121,"R",47,"R",56,"R",18
110316,12,"R",1629,"R",370,"R",463,"R",796
110334, 1,"R",16023,"R",1862,"R",6371,"R",7790
110334, 2,"R",16023,"R",1862,"R",6371,"R",7790
110334, 3,"R",14178,"R",1590,"R",6039,"R",6549
110334,11,"R",1845,"R",272,"R",332,"R",1241
110361, 1,"R",13374,"R",3298,"R",6963,"R",3113
110361, 2,"R",9337,"R",2227,"R",5661,"R",1449
110361, 3,"R",9246,"R",2209,"R",5659,"R",1378
110361,11,"R",91,"R",18,"R",2,"R",71
110361,12,"R",4037,"R",1071,"R",1302,"R",1664
110370, 1,"R",1957,"Z",0,"R",60,"R",1897
110370, 2,"R",1555,"Z",0,"R",11,"R",1544
110370, 3,"R",1533,"Z",0,"R",11,"R",1522
110370,11,"R",22,"Z",0,"Z",0,"R",22
110370,12,"R",402,"Z",0,"R",49,"R",353
110398, 1,"R",1016,"R",12,"R",209,"R",795
110398,12,"R",1016,"R",12,"R",209,"R",795
110404, 1,"R",2319,"R",3,"R",2128,"R",188
110404, 2,"R",967,"R",2,"R",909,"R",56
110404, 3,"R",967,"R",2,"R",909,"R",56
110404,12,"R",1352,"R",1,"R",1219,"R",132
110413, 1,"R",4987,"R",157,"R",562,"R",4268
110413, 2,"R",3363,"R",27,"R",262,"R",3074
110413, 3,"R",3351,"R",27,"R",262,"R",3062
110413,11,"R",12,"Z",0,"Z",0,"R",12
110413,12,"R",1624,"R",130,"R",300,"R",1194
110422, 1,"R",22817,"R",218,"R",20217,"R",2382
110422, 2,"R",21736,"R",112,"R",19474,"R",2150
110422, 3,"R",21669,"R",105,"R",19461,"R",2103
110422,11,"R",67,"R",7,"R",13,"R",47
110422,12,"R",1081,"R",106,"R",743,"R",232
110468, 1,"R",5101,"R",1214,"R",2024,"R",1863
110468, 2,"R",1191,"R",404,"R",245,"R",542
110468, 3,"R",625,"R",395,"R",221,"R",9
110468,11,"R",566,"R",9,"R",24,"R",533
110468,12,"R",3910,"R",810,"R",1779,"R",1321
110486, 1,"R",12854,"R",649,"R",6621,"R",5584
110486, 2,"R",11027,"R",341,"R",6085,"R",4601
110486, 3,"R",10517,"R",227,"R",6084,"R",4206
110486,11,"R",510,"R",114,"R",1,"R",395
110486,12,"R",1827,"R",308,"R",536,"R",983
110495, 1,"R",12213,"R",321,"R",6033,"R",5859
110495, 2,"R",10762,"R",267,"R",5684,"R",4811
110495, 3,"R",10685,"R",233,"R",5684,"R",4768
110495,11,"R",77,"R",34,"Z",0,"R",43
110495,12,"R",1451,"R",54,"R",349,"R",1048
110510, 1,"R",22157,"R",685,"R",10683,"R",10789
110510, 2,"R",19454,"R",277,"R",9651,"R",9526
110510, 3,"R",19002,"R",205,"R",9631,"R",9166
110510,11,"R",452,"R",72,"R",20,"R",360
110510,12,"R",2703,"R",408,"R",1032,"R",1263
110529, 1,"R",29687,"R",203,"R",12073,"R",17411
110529, 2,"R",27785,"R",178,"R",11822,"R",15785
110529, 3,"R",27605,"R",72,"R",11822,"R",15711
110529,11,"R",180,"R",106,"R",0,"R",74
110529,12,"R",1902,"R",25,"R",251,"R",1626
110538, 1,"R",18664,"R",900,"R",8214,"R",9550
110538, 2,"R",17604,"R",803,"R",7803,"R",8998
110538, 3,"R",17400,"R",767,"R",7793,"R",8840
110538,11,"R",204,"R",36,"R",10,"R",158
110538,12,"R",1060,"R",97,"R",411,"R",552
110547, 1,"R",19491,"R",1156,"R",9907,"R",8428
110547, 2,"R",16449,"R",601,"R",9323,"R",6525
110547, 3,"R",16145,"R",501,"R",9322,"R",6322
110547,11,"R",304,"R",100,"R",1,"R",203
110547,12,"R",3042,"R",555,"R",584,"R",1903
110556, 1,"R",26592,"R",195,"R",11405,"R",14992
110556, 2,"R",23528,"R",103,"R",10612,"R",12813
110556, 3,"R",22983,"R",84,"R",10606,"R",12293
110556,11,"R",545,"R",19,"R",6,"R",520
110556,12,"R",3064,"R",92,"R",793,"R",2179
110565, 1,"R",46245,"R",3087,"R",20288,"R",22870
110565, 2,"R",40436,"R",2021,"R",19014,"R",19401
110565, 3,"R",39946,"R",1651,"R",19005,"R",19290
110565,11,"R",490,"R",370,"R",9,"R",111
110565,12,"R",5809,"R",1066,"R",1274,"R",3469
110574, 1,"R",18717,"R",2728,"R",9580,"R",6409
110574, 2,"R",15329,"R",2318,"R",8910,"R",4101
110574, 3,"R",14868,"R",1927,"R",8904,"R",4037
110574,11,"R",461,"R",391,"R",6,"R",64
110574,12,"R",3388,"R",410,"R",670,"R",2308
110583, 1,"R",42378,"R",808,"R",14694,"R",26876
110583, 2,"R",35933,"R",546,"R",13437,"R",21950
110583, 3,"R",35651,"R",528,"R",13424,"R",21699
110583,11,"R",282,"R",18,"R",13,"R",251
110583,12,"R",6445,"R",262,"R",1257,"R",4926
110592, 1,"R",28607,"R",350,"R",9730,"R",18527
110592, 2,"R",24240,"R",313,"R",8951,"R",14976
110592, 3,"R",23920,"R",221,"R",8941,"R",14758
110592,11,"R",320,"R",92,"R",10,"R",218
110592,12,"R",4367,"R",37,"R",779,"R",3551
110608, 1,"R",42736,"R",1960,"R",21331,"R",19445
110608, 2,"R",36736,"R",789,"R",20482,"R",15465
110608, 3,"R",36474,"R",745,"R",20374,"R",15355
110608,11,"R",262,"R",44,"R",108,"R",110
110608,12,"R",6000,"R",1171,"R",849,"R",3980
110617, 1,"R",35953,"R",629,"R",13539,"R",21785
110617, 2,"R",32212,"R",538,"R",12741,"R",18933
110617, 3,"R",31975,"R",428,"R",12735,"R",18812
110617,11,"R",237,"R",110,"R",6,"R",121
110617,12,"R",3741,"R",91,"R",798,"R",2852
110635, 1,"R",45878,"R",395,"R",4460,"R",41023
110635, 2,"R",33208,"R",31,"R",3368,"R",29809
110635, 3,"R",33182,"R",26,"R",3366,"R",29790
110635,11,"R",26,"R",5,"R",2,"R",19
110635,12,"R",12670,"R",364,"R",1092,"R",11214
110644, 1,"R",41236,"R",225,"R",6179,"R",34832
110644, 2,"R",33181,"R",68,"R",6156,"R",26957
110644, 3,"R",33129,"R",67,"R",6156,"R",26906
110644,11,"R",52,"R",1,"R",0,"R",51
110644,12,"R",8055,"R",157,"R",23,"R",7875
110653, 1,"R",39059,"R",541,"R",16616,"R",21902
110653, 2,"R",32111,"R",332,"R",16376,"R",15403
110653, 3,"R",32095,"R",331,"R",16363,"R",15401
110653,11,"R",16,"R",1,"R",13,"R",2
110653,12,"R",6948,"R",209,"R",240,"R",6499
110662, 1,"R",46947,"R",862,"R",11637,"R",34448
110662, 2,"R",33641,"R",293,"R",10172,"R",23176
110662, 3,"R",33635,"R",293,"R",10172,"R",23170
110662,11,"R",6,"R",0,"R",0,"R",6
110662,12,"R",13306,"R",569,"R",1465,"R",11272
110671, 1,"R",27507,"R",313,"R",4589,"R",22605
110671, 2,"R",23848,"R",158,"R",4433,"R",19257
110671, 3,"R",23561,"R",26,"R",4425,"R",19110
110671,11,"R",287,"R",132,"R",8,"R",147
110671,12,"R",3659,"R",155,"R",156,"R",3348
110680, 1,"R",40547,"R",13,"R",1492,"R",39042
110680, 2,"R",32252,"R",13,"R",1481,"R",30758
110680, 3,"R",32244,"R",13,"R",1481,"R",30750
110680,11,"R",8,"A",,"A",,"R",8
110680,12,"R",8295,"R",0,"R",11,"R",8284
110699, 1,"R",3256,"R",16,"R",367,"R",2873
110699,12,"R",3256,"R",16,"R",367,"R",2873
110705, 1,"R",28096,"R",156,"R",2190,"R",25750
110705, 2,"R",25004,"R",156,"R",2189,"R",22659
110705, 3,"R",24958,"R",135,"R",2187,"R",22636
110705,11,"R",46,"R",21,"R",2,"R",23
110705,12,"R",3092,"R",0,"R",1,"R",3091
110714, 1,"R",20861,"R",204,"R",6373,"R",14284
110714, 2,"R",18761,"R",204,"R",6370,"R",12187
110714, 3,"R",18761,"R",204,"R",6370,"R",12187
110714,12,"R",2100,"R",0,"R",3,"R",2097
110778, 1,"R",2390,"R",2112,"R",264,"R",14
110778, 2,"R",13,"R",13,"Z",0,"R",0
110778, 3,"R",10,"R",10,"Z",0,"R",0
110778,11,"R",3,"R",3,"Z",0,"R",0
110778,12,"R",2377,"R",2099,"R",264,"R",14
110875, 1,"R",113,"A",,"A",,"R",113
110875, 2,"R",113,"A",,"A",,"R",113
110875, 3,"C",113,"A",,"A",,"C",113
110918, 1,"R",13,"A",,"A",,"R",13
110918, 2,"R",13,"A",,"A",,"R",13
110918, 3,"R",13,"A",,"A",,"R",13
111045, 1,"R",42,"A",,"A",,"R",42
111045, 2,"R",18,"A",,"A",,"R",18
111045, 3,"R",18,"A",,"A",,"R",18
111045,12,"R",24,"A",,"A",,"R",24
111054, 1,"R",171,"A",,"A",,"R",171
111054, 2,"R",171,"A",,"A",,"R",171
111054, 3,"C",171,"A",,"A",,"C",171
111081, 1,"R",1558,"A",,"A",,"R",1558
111081, 2,"R",1051,"A",,"A",,"R",1051
111081, 3,"R",1037,"A",,"A",,"R",1037
111081,11,"R",14,"A",,"A",,"R",14
111081,12,"R",507,"A",,"A",,"R",507
111188, 1,"R",1016,"R",25,"R",179,"R",812
111188, 2,"R",984,"R",1,"R",179,"R",804
111188, 3,"R",984,"R",1,"R",179,"R",804
111188,12,"R",32,"R",24,"Z",0,"R",8
111391, 1,"R",840,"R",107,"R",441,"R",292
111391,12,"R",840,"R",107,"R",441,"R",292
111434, 1,"R",9575,"R",770,"R",1500,"R",7305
111434, 2,"R",9575,"R",770,"R",1500,"R",7305
111434, 3,"R",7986,"R",638,"R",1422,"R",5926
111434,11,"R",1589,"R",132,"R",78,"R",1379
111461, 1,"R",32974,"R",6724,"R",10273,"R",15977
111461, 2,"R",32974,"R",6724,"R",10273,"R",15977
111461, 3,"R",28757,"R",5113,"R",9569,"R",14075
111461,11,"R",4217,"R",1611,"R",704,"R",1902
111513, 1,"R",287,"A",,"A",,"R",287
111513, 2,"R",287,"A",,"A",,"R",287
111513, 3,"C",287,"A",,"A",,"C",287
111638, 1,"R",363,"R",5,"R",358,"R",0
111638, 2,"R",363,"R",5,"R",358,"R",0
111638, 3,"R",363,"R",5,"R",358,"R",0
111708, 1,"R",250,"A",,"A",,"R",250
111708, 2,"R",250,"A",,"A",,"R",250
111708, 3,"C",250,"A",,"A",,"C",250
111717, 1,"R",324,"A",,"A",,"R",324
111717, 2,"R",324,"A",,"A",,"R",324
111717, 3,"C",324,"A",,"A",,"C",324
111726, 1,"R",293,"A",,"A",,"R",293
111726, 2,"R",293,"A",,"A",,"R",293
111726, 3,"C",293,"A",,"A",,"C",293
111744, 1,"R",240,"A",,"A",,"R",240
111744, 2,"R",240,"A",,"A",,"R",240
111744, 3,"C",240,"A",,"A",,"C",240
111762, 1,"R",193,"A",,"A",,"R",193
111762, 2,"R",193,"A",,"A",,"R",193
111762, 3,"C",193,"A",,"A",,"C",193
111799, 1,"R",242,"A",,"A",,"R",242
111799, 2,"R",242,"A",,"A",,"R",242
111799, 3,"C",242,"A",,"A",,"C",242
111887, 1,"R",29631,"R",4496,"R",8519,"R",16616
111887, 2,"R",29631,"R",4496,"R",8519,"R",16616
111887, 3,"R",28597,"R",4254,"R",8451,"R",15892
111887,11,"R",1034,"R",242,"R",68,"R",724
111896, 1,"R",9606,"R",4118,"R",1928,"R",3560
111896, 2,"R",9606,"R",4118,"R",1928,"R",3560
111896, 3,"R",7913,"R",3526,"R",1733,"R",2654
111896,11,"R",1693,"R",592,"R",195,"R",906
111920, 1,"R",19951,"R",4534,"R",6521,"R",8896
111920, 2,"R",19951,"R",4534,"R",6521,"R",8896
111920, 3,"R",17966,"R",3971,"R",6425,"R",7570
111920,11,"R",1985,"R",563,"R",96,"R",1326
111939, 1,"R",30023,"R",2694,"R",8472,"R",18857
111939, 2,"R",30023,"R",2694,"R",8472,"R",18857
111939, 3,"R",25710,"R",1978,"R",8082,"R",15650
111939,11,"R",4313,"R",716,"R",390,"R",3207
111948, 1,"R",10654,"R",0,"R",92,"R",10562
111948, 2,"R",7988,"R",0,"R",83,"R",7905
111948, 3,"R",7760,"R",0,"R",83,"R",7677
111948,11,"R",228,"R",0,"R",0,"R",228
111948,12,"R",2666,"R",0,"R",9,"R",2657
111966, 1,"R",1065,"R",0,"R",714,"R",351
111966, 2,"R",243,"R",0,"R",182,"R",61
111966, 3,"R",243,"R",0,"R",182,"R",61
111966,12,"R",822,"R",0,"R",532,"R",290
112075, 1,"R",5272,"R",2641,"R",1621,"R",1010
112075, 2,"R",1917,"R",130,"R",967,"R",820
112075, 3,"R",1894,"R",125,"R",964,"R",805
112075,11,"R",23,"R",5,"R",3,"R",15
112075,12,"R",3355,"R",2511,"R",654,"R",190
112084, 1,"R",711,"R",231,"R",428,"R",52
112084, 2,"R",588,"R",128,"R",408,"R",52
112084, 3,"R",560,"R",100,"R",408,"R",52
112084,11,"R",28,"R",28,"R",0,"R",0
112084,12,"R",123,"R",103,"R",20,"R",0
112127, 1,"R",97,"R",31,"R",41,"R",25
112127,12,"R",97,"R",31,"R",41,"R",25
112172, 1,"R",18592,"R",2877,"R",6858,"R",8857
112172, 2,"R",18592,"R",2877,"R",6858,"R",8857
112172, 3,"R",16140,"R",2573,"R",6748,"R",6819
112172,11,"R",2452,"R",304,"R",110,"R",2038
112181, 1,"R",161,"A",,"A",,"R",161
112181, 2,"R",161,"A",,"A",,"R",161
112181, 3,"C",161,"A",,"A",,"C",161
112190, 1,"R",35153,"R",3529,"R",8702,"R",22922
112190, 2,"R",35153,"R",3529,"R",8702,"R",22922
112190, 3,"R",31391,"R",3125,"R",8561,"R",19705
112190,11,"R",3762,"R",404,"R",141,"R",3217
112251, 1,"R",2156,"R",53,"R",106,"R",1997
112251,12,"R",2156,"R",53,"R",106,"R",1997
112260, 1,"R",1361,"A",,"A",,"R",1361
112260, 2,"R",1358,"A",,"A",,"R",1358
112260, 3,"R",1348,"A",,"A",,"R",1348
112260,11,"R",10,"A",,"A",,"R",10
112260,12,"R",3,"A",,"A",,"R",3
112288, 1,"R",599,"A",,"A",,"R",599
112288, 2,"R",599,"A",,"A",,"R",599
112288, 3,"C",599,"A",,"A",,"C",599
112367, 1,"R",930,"R",930,"R",0,"R",0
112367, 2,"R",930,"R",930,"R",0,"R",0
